"county","MEDIAN_AGE","POVERTY_RATE","MEDIAN_HOUSEHOLD_INCOME","PCT_NO_HEALTHCARE","PCT_WITH_A_DISABILITY","PCT_SNAP_ASSISTANCE","AHOLD.DELHAIZE.USA.INC","ALBERTSONS.CO.INC","COSTCO.WHOLESALE.CORP","DOLLAR.GENERAL.CORP","DOLLAR.TREE.INC","KROGER.CO","LONE.STAR.FUNDS","MEIJER.INC","PUBLIX.SUPER.MARKETS.INC","TARGET.CORP","TRADER.JOE.S","WAKEFERN.FOOD.CORP.INC","WALMART.INC","WEGMANS.FOOD.MARKETS.INC","TOTAL_POPULATION"
" Abbeville County",44.7428571428571,0.163971439559004,45600.1428571429,0.114378666977823,0.167323070237929,0.140206648244287,0.360966666666667,NA,NA,0.247928571428571,0.06314,NA,NA,NA,0.2832,NA,NA,NA,0.532766666666667,NA,24374
" Accomack County",47.1636363636364,0.152518515534613,52060.6363636364,0.108580171768917,0.166681221744973,0.109608739905197,0.553588888888889,NA,NA,0.196475,0.0343,NA,NA,NA,NA,NA,NA,NA,0.1974,NA,33388
" Ada County",39.362015503876,0.0961632953872637,80517.6666666667,0.0738273725772777,0.108556679896259,0.0720126750192672,NA,0.2797864,0.366209090909091,NA,0.0461539215686275,0.239142168674699,NA,NA,NA,0.0942225806451613,0.0945709677419355,NA,0.506443055555556,NA,485246
" Adair County",37.8173913043478,0.213863919133463,45337.6363636364,0.109382157947989,0.175000698308589,0.142787970337183,NA,NA,NA,0.0520619047619048,0.0139142857142857,0.0298,NA,NA,NA,NA,NA,NA,0.627394117647059,NA,71449
" Adams County",38.4882926829268,0.121997030351088,70637.0682926829,0.0926548686692468,0.140576754222786,0.116280132230386,0.171765217391304,0.185629787234043,0.1265,0.0462663865546218,0.0276892405063291,0.44148137254902,NA,NA,NA,0.122772222222222,NA,NA,0.441372857142857,NA,860202
" Addison County",42.2727272727273,0.0771646373333551,75955.7272727273,0.050837794682271,0.151187015008906,0.0925278348087553,0.30778,0.55578,NA,0.0393714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42474
" Aiken County",41.2976190476191,0.145116126070354,54917.0238095238,0.104950941508349,0.190974346496475,0.142731937373354,0.069796875,NA,0.1172,0.080697619047619,0.0325948717948718,0.191778787878788,0.0661,NA,0.18965,0.117738461538462,NA,NA,0.44245,NA,168045
" Aitkin County",55.25,0.110346919439149,52341.125,0.0579454566253887,0.206344859018943,0.0888077022499613,NA,NA,NA,0.3075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15747
" Alachua County",35.7474576271186,0.233168510001562,53789.4237288136,0.0837419575047536,0.141272861442277,0.106442495596598,NA,NA,NA,0.0458942307692308,0.0189372093023256,NA,0.12733,NA,0.526390196078431,0.110866666666667,0.0855666666666667,NA,0.322127586206897,NA,280574
" Alamance County",39.9486486486486,0.142602400764554,57187.9189189189,0.104905131588363,0.155620303312775,0.132811140476992,0.357867567567568,NA,NA,0.0613405405405405,0.0292657142857143,0.00687368421052632,NA,NA,NA,0.0982111111111111,NA,NA,0.357044117647059,NA,169185
" Alameda County",38.7693717277487,0.101335435689017,117343.245382586,0.0419861216713282,0.110409767731462,0.0927279228701368,NA,0.397631851851852,0.155764516129032,NA,0.0405481012658228,0.388286666666667,NA,NA,NA,0.248314035087719,0.206952447552448,NA,0.229905882352941,NA,1702137
" Alamosa County",33.96,0.144710543583557,49242.6,0.101789508347534,0.178104667662627,0.23116331822296,NA,0.40538,NA,NA,0.04665,0.39865,NA,NA,NA,NA,NA,NA,0.231225,NA,16377
" Albany County",38.6340206185567,0.144289657561998,74388.8958333333,0.037679652776779,0.1348871776745,0.117483524758607,0.256335185185185,0.238972727272727,NA,0.0364690476190476,0.0336513157894737,NA,NA,NA,NA,0.0840230769230769,0.04293125,0.264361363636364,0.311522641509434,NA,354237
" Albemarle County",39.9516129032258,0.0907562353345434,89656.935483871,0.0536791204996349,0.105483562026473,0.0386708010718247,0.177347368421053,NA,0.13095,0.04552,0.0093875,0.444147826086957,NA,NA,NA,0.107042857142857,0.0471428571428571,NA,0.249091666666667,0.5212,126794
" Alcona County",58.3,0.15765222749283,47570,0.0456178244328875,0.231779403280878,0.131100579691675,NA,NA,NA,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10138
" Alcorn County",40.41,0.172789483285635,47821.6,0.134973316132827,0.245622100643439,0.196950553539019,NA,NA,NA,0.08284,0.0195666666666667,0.10455,NA,NA,NA,NA,NA,NA,0.605977777777778,NA,34964
" Alexander County",45.3727272727273,0.163815918798469,49926.0909090909,0.102148896360882,0.221283677911088,0.125793942532646,0.205242857142857,NA,NA,0.21655,0.0126428571428571,NA,NA,NA,0.20375,NA,NA,NA,0.4179,NA,41979
" Alfalfa County",42.2,0.117696766340178,65987.6666666667,0.0948238260825401,0.192536417739199,0.125511450914677,NA,NA,NA,0.184033333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.7752,NA,5744
" Alger County",47.1333333333333,0.112230273482052,49724.3333333333,0.044169876890299,0.201289436082665,0.117589937305473,NA,NA,NA,0.0706666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8911
" Allamakee County",45.98,0.0990997152340271,60868.2,0.0654350124612964,0.12117337054429,0.0642435291376205,NA,NA,NA,0.0508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14068
" Allegan County",41.0533333333333,0.0915942949030842,70162.5,0.0512707751660505,0.111493678162652,0.0797535996142436,NA,NA,0.1588,0.04919,0.0323916666666667,NA,NA,0.364385714285714,NA,0.1413875,0.02125,NA,0.187888888888889,NA,119418
" Allegany County",41.9552631578947,0.152233885459639,52947.2368421053,0.0478516999577853,0.191171062288452,0.190853169281328,0.2666,NA,NA,0.105260526315789,0.042175,NA,NA,NA,NA,NA,NA,NA,0.453668421052632,0.779933333333333,121751
" Alleghany County",48.2222222222222,0.157873653466461,48017,0.082484544027199,0.19120894098902,0.104829185620607,0.450757142857143,NA,NA,0.0416625,0.04994,0.4934,NA,NA,NA,NA,NA,NA,0.63025,NA,26176
" Allegheny County",41.1235142118863,0.133638700773183,69984.6031331593,0.0420558007278393,0.172303252825209,0.150426347472225,NA,NA,0.117766666666667,0.0462277258566978,0.0355699619771863,NA,NA,0.00784333333333333,NA,0.135841525423729,0.113963829787234,NA,0.183654285714286,NA,1262149
" Allen County",37.4760563380282,0.149838484817129,58609.7928571429,0.0843265919135156,0.167317478262328,0.129942438562297,0.400766666666667,NA,0.120844444444444,0.0714755395683453,0.0313022727272727,0.184378991596639,NA,0.271115,NA,0.154636363636364,NA,NA,0.398062264150943,NA,517462
" Allendale County",44.7333333333333,0.283362345351172,31115.3333333333,0.10027233966919,0.494488993852165,0.260677269282071,0.33445,NA,NA,0.155433333333333,0.1283,NA,NA,NA,NA,NA,NA,NA,NA,NA,8304
" Alpena County",48.09,0.157084403976707,45328.1,0.0517315720698452,0.20774304478208,0.167899557299634,NA,NA,NA,0.01347,0.0127333333333333,NA,NA,0.44492,NA,NA,NA,NA,0.43237,NA,28913
" Alpine County",48.2,0.129464285714286,96000,0.0662202380952381,0.127232142857143,0.0921658986175115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1344
" Amador County",50.53,0.0790612460905991,70292.2,0.0463207874411115,0.174686060073298,0.0799534267540957,NA,0.24756,NA,0.07612,0.018675,NA,NA,NA,NA,NA,NA,NA,0.245875,NA,40095
" Amelia County",45.8333333333333,0.0994609431605918,58648.3333333333,0.0723897484476777,0.225251292757283,0.111349113242702,0.753333333333333,NA,NA,0.1191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13220
" Amherst County",43.84,0.105361501332796,59429.9,0.0889440234997303,0.185614671881962,0.116722252040294,0.38283,NA,NA,0.05179,0.0329125,0.03285,NA,NA,NA,0.0907,NA,NA,0.442025,NA,31381
" Amite County",47.55,0.339830806588256,30413.25,0.0984306505530709,0.456324117552848,0.233106821991326,NA,NA,NA,0.22215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12718
" Anderson County",41.1488888888889,0.157223666567083,57663.8181818182,0.105967623717273,0.197223266780287,0.130389990047438,0.166587234042553,NA,0.0648,0.0552386363636364,0.0276575,0.145212121212121,NA,NA,0.163375757575758,0.01409,0.0432,NA,0.461802777777778,NA,368485
" Andrew County",42.02,0.0768421003855107,63394.6,0.0645363718815849,0.130929472075537,0.0758571998121209,NA,NA,NA,0.1291,0.013625,NA,NA,NA,NA,0.050575,NA,NA,0.463325,NA,18023
" Andrews County",32.075,0.114446386805688,84000.75,0.250540392447071,0.112350275319905,0.0875891725840087,NA,NA,NA,0.4118,0.5882,NA,NA,NA,NA,NA,NA,NA,NA,NA,18184
" Androscoggin County",39.3588235294118,0.157752039180609,57450,0.0756691208763901,0.201578560889838,0.211142761746963,0.36079696969697,0.2925,NA,0.0219625,0.0286033333333333,NA,NA,NA,NA,0.3695,NA,NA,0.391644444444444,NA,114956
" Angelina County",38.8545454545455,0.177112172510602,52726.4545454545,0.189989023968424,0.21429255380914,0.199307703685927,NA,NA,NA,0.0914681818181818,0.0212631578947368,NA,NA,NA,NA,0.142010526315789,NA,NA,0.4277,NA,91396
" Anne Arundel County",40.1953846153846,0.0580754647455474,111305.53125,0.0431128757498078,0.125822090577776,0.0674435811065491,0.327275757575758,0.264696551724138,0.169825,0.0522409090909091,0.030141935483871,0.11214,NA,NA,NA,0.190056818181818,0.08047,NA,0.329298,0.0453,587380
" Anoka County",39.3076923076923,0.0591386690566002,91728.1758241758,0.0444945209422899,0.105294702069571,0.0734857331021969,NA,NA,0.0791878787878788,0.0129741935483871,0.0185772727272727,NA,NA,0.00085,NA,0.20895875,0.0303666666666667,NA,0.194801333333333,NA,366376
" Anson County",40.3111111111111,0.178066430726518,43385,0.12738521067168,0.235654776021374,0.242306379284526,0.511988888888889,NA,NA,0.126466666666667,0.0512666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,22388
" Antelope County",43.7333333333333,0.103818198183404,55972.6666666667,0.0638043055730986,0.148615914331271,0.0633236578284356,NA,NA,NA,0.318466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6310
" Antrim County",51.22,0.0998782214697263,61762.7,0.0608372999544551,0.165553195217351,0.11674335675866,NA,NA,NA,0.117744444444444,NA,NA,NA,0.8674,NA,NA,NA,NA,NA,NA,23427
" Apache County",37.1,0.329405837807626,35294.9444444444,0.259785591033258,0.152505092083524,0.294717852050805,NA,0.518,NA,0.0656333333333333,0.0597,NA,NA,NA,NA,NA,NA,NA,NA,NA,66473
" Appanoose County",43.9,0.180486020185669,50475.8,0.0867241026081829,0.159469146025686,0.124574590803914,NA,NA,NA,0.01904,0.02746,NA,NA,NA,NA,NA,NA,NA,0.164675,NA,12310
" Appling County",40.7571428571429,0.249595006814324,41047.8571428571,0.146923141735775,0.168746897506427,0.224718943724518,NA,NA,NA,0.128314285714286,0.0592857142857143,NA,0.4836,NA,NA,NA,NA,NA,0.3558,NA,18509
" Appomattox County",42.375,0.13502647345007,58967,0.0888523696321016,0.175527387436429,0.145213919729162,NA,NA,NA,0.143525,0.023825,0.496325,NA,NA,NA,NA,NA,NA,0.141975,NA,16039
" Aransas County",49.07,0.203351615190639,52737.5555555556,0.150511664758433,0.157955199575851,0.156901196784193,NA,NA,NA,0.0158,0.0053,NA,NA,NA,NA,NA,NA,NA,0.24377,NA,24149
" Arapahoe County",38.3434782608696,0.0773686677552723,96010.56875,0.0791351314310037,0.114503390922182,0.0752701838018553,NA,0.175770754716981,0.124693939393939,0.0153142857142857,0.0286007142857143,0.443342105263158,NA,NA,NA,0.173357575757576,0.08855625,NA,0.252565979381443,NA,651621
" Archer County",43.4666666666667,0.111705692254042,68633,0.16856393161186,0.18208727583074,0.0886061938085432,NA,0.13295,NA,0.590866666666667,0.0149,NA,NA,NA,NA,0.1058,NA,NA,0.8216,NA,8616
" Archuleta County",50,0.100900479464796,62112.2,0.135616687698145,0.15064824593412,0.0757409527460737,NA,NA,NA,0.01745,NA,0.363,NA,NA,NA,NA,NA,NA,0.480475,NA,13267
" Arenac County",50.32,0.138895218300226,49000.4,0.0616628043869028,0.197402494126549,0.154449034762512,NA,NA,NA,0.22398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15009
" Arkansas County",43.0625,0.147353882579631,58174.375,0.0612312697786668,0.235237646801225,0.136408951971053,NA,NA,NA,0.227175,0.0387,NA,NA,NA,NA,NA,NA,NA,0.7602,NA,17273
" Arlington County",35.4728571428571,0.0633364848219699,137737.214285714,0.0541993024202542,0.0726626899766195,0.0300877831779774,0.311728571428571,0.27148,0.396545454545455,NA,NA,0.297781818181818,NA,NA,NA,0.13734,0.0971785714285714,NA,NA,NA,237370
" Armstrong County",45.85,0.109255233327784,56974.1,0.0419275743911663,0.177762505931612,0.155590398730952,0.0031,NA,NA,0.106827777777778,0.0262692307692308,NA,NA,NA,NA,NA,NA,NA,0.418888888888889,NA,67947
" Aroostook County",47.6916666666667,0.149209360204289,47526.5,0.0845687432488731,0.221172485701172,0.199507607517403,0.50007,NA,NA,0.02089,0.0136,NA,NA,NA,NA,NA,0.03275,NA,0.220015384615385,NA,67272
" Arthur County",42.7,0.11228813559322,59375,0.086864406779661,0.167372881355932,0.0555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472
" Ashe County",49.1444444444444,0.144203690185757,43765.8888888889,0.116948906857861,0.178812603448847,0.117384010272545,0.0991666666666667,NA,NA,0.167911111111111,0.0297857142857143,NA,NA,NA,NA,NA,NA,NA,0.686942857142857,NA,26598
" Ashland County",40.96,0.13279208407927,57330.85,0.0718868226922073,0.144643115626723,0.117916103586264,NA,NA,NA,0.0861125,0.0313533333333333,NA,NA,NA,NA,NA,NA,NA,0.515242857142857,NA,73723
" Ashley County",42.1142857142857,0.191256085179319,43601.2857142857,0.0806342490503497,0.267894633398033,0.13879315371705,NA,NA,NA,0.0630857142857143,0.0211,NA,NA,NA,NA,NA,NA,NA,0.707983333333333,NA,19362
" Ashtabula County",42.475,0.198760156548912,49516.2857142857,0.0995267607607348,0.173846820594611,0.183315879991299,NA,NA,NA,0.121492857142857,0.0418857142857143,NA,NA,NA,NA,NA,NA,NA,0.498723076923077,NA,97869
" Asotin County",44.3,0.142952133963051,54700.1666666667,0.0630908632635193,0.181902407448377,0.201210642992077,NA,0.301183333333333,0.0104666666666667,NA,0.031,NA,NA,NA,NA,NA,NA,NA,0.0882333333333333,NA,22285
" Atascosa County",36.3384615384615,0.135619675609489,62258.7692307692,0.189358123404234,0.109990857613348,0.161491097835643,NA,NA,NA,0.132561538461538,0.03824,NA,NA,NA,NA,NA,NA,NA,0.625266666666667,NA,48684
" Atchison County",37.7428571428571,0.152998470552429,52416.2857142857,0.0871712204783241,0.154523120485588,0.116003620854812,NA,NA,NA,0.0869571428571429,NA,NA,NA,NA,NA,NA,NA,NA,0.62612,NA,21694
" Athens County",34.0823529411765,0.347534995292387,42303.1176470588,0.0589007924651543,0.156539127037115,0.175400772041073,NA,NA,NA,0.104958333333333,0.0400444444444444,0.5749,NA,NA,NA,NA,NA,NA,0.111416666666667,NA,73096
" Atkinson County",36.8666666666667,0.24056220875951,35363.6666666667,0.198904800904564,0.168670807662601,0.19567739636055,NA,NA,NA,0.145266666666667,0.0208,NA,0.1211,NA,NA,NA,NA,NA,0.73595,NA,8269
" Atlantic County",43.3013698630137,0.155386029391655,69718.3055555556,0.0797160213531835,0.16848555057845,0.139124314647745,NA,0.376848648648649,NA,0.0351490566037736,0.0488109375,NA,NA,NA,NA,0.0429,NA,0.378553488372093,0.412174285714286,NA,273865
" Atoka County",41.05,0.163943159163114,45684.5,0.178757838832953,0.241424214835941,0.139243777676226,NA,NA,NA,0.0735333333333333,0.0437,NA,NA,NA,NA,NA,NA,NA,0.3005,NA,14080
" Attala County",41.2666666666667,0.259178612886597,38810.3333333333,0.0939323386269117,0.301493160679951,0.191568107898616,NA,NA,NA,0.105416666666667,0.0572666666666667,NA,NA,NA,NA,NA,NA,NA,0.72368,NA,18025
" Audrain County",39.2,0.173912916277471,45932.1428571429,0.121062542513931,0.205701941284925,0.134414400106186,NA,NA,NA,0.1471,0.03288,NA,NA,NA,NA,NA,NA,NA,0.81284,NA,25223
" Audubon County",48,0.111188875494934,54738,0.0440867623240971,0.13326609981705,0.0907470580216435,NA,NA,NA,0.6998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5657
" Auglaize County",40.9454545454545,0.0729041357148101,71777.6363636364,0.0423950625700809,0.119803693075945,0.0687764882444575,NA,NA,NA,0.0496727272727273,0.03448,0.0861555555555556,NA,NA,NA,NA,NA,NA,0.540155555555556,NA,46282
" Augusta County",44.9684210526316,0.0864728805458488,68551.0526315789,0.0776056460021892,0.140410310541056,0.0765614996403946,0.38166875,NA,0.0624,0.0383789473684211,0.0139769230769231,0.0242769230769231,NA,NA,NA,0.10876,NA,NA,0.429671428571429,NA,81879
" Aurora County",38.1,0.0715990453460621,64960,0.0838052095130238,0.124603174603175,0.063992359121299,NA,NA,NA,0.4532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649
" Austin County",42.1875,0.0995356021111892,66262.25,0.147951018053697,0.16454319115049,0.110042039075382,NA,NA,NA,0.1388875,0.0379571428571429,NA,NA,NA,NA,NA,NA,NA,0.444883333333333,NA,30132
" Autauga County",38.5411764705882,0.131894501793728,61908.0588235294,0.077422803635461,0.209838681234932,0.11652338869073,NA,NA,NA,0.116129411764706,0.010825,NA,0.381738461538462,NA,0.220833333333333,0.024175,NA,NA,0.239025,NA,58239
" Avery County",46.88,0.133331028822347,46270.6,0.149800583959872,0.190707888587211,0.0950731562215742,0.2008,NA,NA,0.26176,0.0357,NA,NA,NA,NA,NA,NA,NA,0.7528,NA,17747
" Baca County",45.75,0.204330581207608,39372,0.0722806863690842,0.190864705257395,0.172013190478597,NA,NA,NA,0.0928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3519
" Bacon County",38.6333333333333,0.238080021012851,40785.6666666667,0.177861040900961,0.212675897385839,0.146058912531457,0.421833333333333,NA,NA,0.0756666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11163
" Bailey County",35.25,0.123764175549572,63400.5,0.31520812862819,0.156319428692187,0.126945398817131,NA,0.3735,NA,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6968
" Baker County",45.925,0.149337677062651,51772.1666666667,0.0947486232572532,0.206637122181156,0.166559597660504,NA,0.856275,NA,0.125533333333333,0.0628888888888889,NA,0.370425,NA,NA,NA,NA,NA,0.48254,NA,47470
" Baldwin County",43.3771929824561,0.126260297814441,62934.5438596491,0.104291848538181,0.166220989888928,0.0974471275961441,NA,NA,NA,0.0752589285714286,0.0261717391304348,0.1894125,0.147965,NA,0.24758125,0.0764478260869565,NA,NA,0.459747058823529,NA,271007
" Ballard County",45.5666666666667,0.148538532188174,53212.3333333333,0.0396154390127281,0.175436652414557,0.110579659178667,NA,NA,NA,0.236233333333333,0.0147,NA,NA,NA,NA,NA,NA,NA,0.8601,NA,7814
" Baltimore County",41.2159817351598,0.102592870132854,89448.8630136986,0.0502244870326353,0.146538698187689,0.113762784863467,0.290973913043478,0.124603896103896,0.195159090909091,0.0178335570469799,0.0567502702702703,0.1072,NA,NA,NA,0.192038805970149,0.0886117647058823,0.184467796610169,0.261886363636364,0.323126315789474,859431
" Bamberg County",43.1,0.168310691497189,42152.8333333333,0.132687677808023,0.293760562957216,0.241632083670925,NA,NA,NA,0.24865,0.1144,NA,NA,NA,NA,NA,NA,NA,0.2971,NA,13525
" Bandera County",52.2,0.11376620873427,65860.4285714286,0.144610553503934,0.20728275379424,0.067510271427991,NA,NA,NA,0.4861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20839
" Banks County",41.35,0.12913320839025,59046.5,0.129489774354175,0.179035529772859,0.100655349248506,NA,NA,NA,0.062675,0.028475,NA,NA,NA,NA,NA,NA,NA,0.434275,NA,18061
" Banner County",54.5,0.0299500831946755,57917,0.0330578512396694,0.11404958677686,0.0468085106382979,NA,NA,NA,0.2618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605
" Bannock County",35.9791666666667,0.139523714660658,57649.7916666667,0.0879308114657776,0.167941138631612,0.146656389270105,NA,0.231872222222222,0.0930066666666667,NA,0.0134136363636364,0.331131818181818,NA,NA,NA,NA,NA,NA,0.308328571428571,NA,86362
" Baraga County",45.95,0.136412743909161,45415.5,0.0473185599710496,0.207249982575071,0.156712291305983,NA,NA,NA,0.0777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8249
" Barber County",43.35,0.180493398970687,54836.5,0.106580074161672,0.17508657391815,0.0747535960328337,NA,NA,NA,0.0981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4178
" Barbour County",41.2769230769231,0.243708747140345,38746.3846153846,0.0788555918343428,0.243527078499291,0.219713019133984,NA,NA,NA,0.210146153846154,0.0395166666666667,NA,0.1474,NA,NA,NA,NA,NA,0.62255,NA,40859
" Barnes County",45.7,0.0991419952829782,65913.5,0.0620329696230068,0.119303056241221,0.0636551346487944,NA,NA,NA,0.0489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10869
" Barnstable County",54.2339285714286,0.0748511051734686,82886.4285714286,0.0310460142211871,0.137799387453996,0.0779178021111245,0.451418181818182,0.218592857142857,NA,0.00718461538461538,0.0251151515151515,NA,NA,NA,NA,0.12613,0.0651444444444444,NA,0.216385714285714,NA,227942
" Barnwell County",40.8285714285714,0.379209949989995,42237,0.114404686602684,0.270027809529884,0.193944972699016,NA,NA,NA,0.1484875,0.051925,NA,NA,NA,NA,NA,NA,NA,0.2967875,NA,20801
" Barren County",39.7153846153846,0.234817676066836,44728.3846153846,0.0864687578784683,0.221291547939623,0.160098079622876,0.0922384615384615,NA,NA,0.0841153846153846,0.0184,0.00355,NA,NA,NA,NA,NA,NA,0.5467,NA,44277
" Barron County",45.4833333333333,0.117743087296551,55999.5,0.080223425514816,0.139851967279125,0.127344656557663,NA,NA,NA,0.0525444444444444,0.019425,NA,NA,NA,NA,NA,NA,NA,0.862322222222222,NA,46529
" Barrow County",36.4888888888889,0.102817422845024,67840.1111111111,0.163150455121079,0.147356651678106,0.118172340077374,NA,NA,NA,0.0386111111111111,0.0246222222222222,0.10425,NA,NA,0.2106,0.152091666666667,NA,NA,0.338823529411765,NA,82138
" Barry County",43.7384615384615,0.117306902562286,64441.8076923077,0.0764610632785485,0.141766441076898,0.0949508067270499,NA,NA,NA,0.0895807692307692,0.0419619047619048,NA,NA,0.2071,NA,NA,NA,NA,0.458957142857143,NA,96662
" Bartholomew County",38.7375,0.117959230585642,72592.1875,0.0648727742872986,0.141445089020868,0.0897707334600504,NA,NA,NA,0.039425,0.01819375,0.370946666666667,NA,NA,NA,0.110891666666667,NA,NA,0.46026,NA,81759
" Barton County",41.3090909090909,0.166893635681806,48599.6363636364,0.132973260266054,0.180732762472555,0.0919264967670551,NA,NA,NA,0.0384454545454545,0.0192909090909091,0.1374375,NA,NA,NA,NA,NA,NA,0.821554545454545,NA,37420
" Bartow County",39.3678571428571,0.114763446694215,66418.6785714286,0.145155536759423,0.136816582875288,0.100601920997272,0.13368,NA,NA,0.0757642857142857,0.02055,0.160425,NA,NA,0.0758578947368421,0.0769666666666667,NA,NA,0.382595833333333,NA,107868
" Bastrop County",39.5714285714286,0.105902049877499,77625.5238095238,0.169939982656429,0.133238148186496,0.0873741872470964,NA,NA,NA,0.1169,0.03,NA,NA,NA,NA,NA,NA,NA,0.746623529411765,NA,94887
" Bates County",41.475,0.171621327837203,51108.25,0.100101278750924,0.184660344467032,0.145379388917899,NA,NA,NA,0.10095,0.0391333333333333,NA,NA,NA,NA,NA,NA,NA,0.683366666666667,NA,16100
" Bath County",43.1166666666667,0.212751571196956,50094.5,0.073920936540973,0.212126313191907,0.16012499283281,NA,NA,NA,0.125783333333333,0.0189,0.1569,NA,NA,NA,NA,NA,NA,0.721,NA,16923
" Baxter County",51.59,0.141777536621084,43522.6,0.0617242626116263,0.251161492008781,0.104081611025335,NA,NA,NA,0.06223,0.0126888888888889,NA,NA,NA,NA,NA,NA,NA,0.461266666666667,NA,41476
" Bay County",43.1789473684211,0.143442164963554,58446.0394736842,0.108746623848812,0.200646475345611,0.147974669682723,NA,NA,NA,0.0685905405405405,0.0245261538461538,0.393995454545455,0.297437777777778,0.164527272727273,0.182824137931034,0.116255172413793,NA,NA,0.373224561403509,NA,285434
" Bayfield County",53.45,0.109047073436508,62629.8333333333,0.0541938407112963,0.169282925726455,0.117306584618613,NA,NA,NA,0.1345,0.0243,NA,NA,NA,NA,NA,NA,NA,0.6528,NA,16031
" Baylor County",45.1,0.156141122969157,41005.5,0.174075395904979,0.241890380313199,0.101722351225316,NA,0.9507,NA,0.0493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3491
" Beadle County",38.0166666666667,0.117815030034781,58404.6666666667,0.0536389262530276,0.107739440964614,0.0835554617301454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666,NA,18959
" Bear Lake County",39.55,0.125997700153087,62130.5,0.0756626930492919,0.147485682905782,0.079791366846628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6327
" Beaufort County",48.7872727272727,0.12415669027205,70566.0925925926,0.0987730045047994,0.169775101149878,0.0800424053979879,0.271280487804878,NA,NA,0.0218386363636364,0.019712,0.267652173913043,NA,NA,0.323635294117647,0.0801857142857143,NA,NA,0.411012195121951,NA,230905
" Beaver County",44.2568965517241,0.114574128817147,62415.1724137931,0.0493367852154571,0.181910560784941,0.14910633654143,NA,NA,0.15505,0.0803107142857143,0.0255372093023256,NA,NA,NA,NA,0.12867,NA,NA,0.227164516129032,NA,180322
" Beaverhead County",44.4666666666667,0.152176241493944,50303,0.0687285216851988,0.157346210356578,0.0828331150474957,NA,0.7804,NA,NA,0.2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,9391
" Becker County",43.34,0.100241402900785,66913.8,0.0619923452300564,0.145334057576938,0.0987077378010025,NA,NA,NA,0.08075,0.0933666666666667,NA,NA,NA,NA,NA,NA,NA,0.8797875,NA,34995
" Beckham County",36.05,0.221850625442699,49434.25,0.135795588246854,0.167699944951136,0.20844662767738,NA,NA,NA,0.135675,NA,NA,NA,NA,NA,NA,NA,NA,0.6107,NA,22349
" Bedford County",45.4333333333333,0.104706263745576,62767.8095238095,0.0812953444233985,0.157515423871611,0.0995796156386434,0.192955172413793,NA,NA,0.0947975,0.0216787878787879,0.3388,NA,NA,NA,NA,NA,NA,0.464945454545455,NA,176666
" Bee County",36.24,0.166476618957687,52358.4,0.126766667349064,0.171172944355956,0.138492350848662,NA,NA,NA,0.05559,0.03796,NA,NA,NA,NA,NA,NA,NA,0.79747,NA,39637
" Belknap County",48.1277777777778,0.0800261386133556,77267.0555555556,0.066974795916698,0.162674351890653,0.0732596606751082,0.241522222222222,0.291708333333333,NA,0.0487285714285714,0.0587153846153846,NA,NA,NA,NA,NA,NA,NA,0.2999,NA,63395
" Bell County",33.4115789473684,0.165630719257102,56064.1170212766,0.125697672612467,0.191982023710034,0.154639686467311,NA,NA,NA,0.124392553191489,0.0511872093023256,0.2045,NA,NA,NA,0.170522448979592,NA,NA,0.504447297297297,NA,393875
" Belmont County",43.8136363636364,0.128750780191761,54889.4090909091,0.0588946803089544,0.166014552723745,0.148635361067456,NA,NA,NA,0.112942857142857,0.0293777777777778,0.423133333333333,NA,NA,NA,NA,NA,NA,0.56048,NA,67077
